a004ff4a2002ad51cdc8aeaa87cc251f199c2918e48d526e5062c24395a1b722c58a2d8e1f629e7579ad88291f6354f2b217f811b53467602853e015e25f33f2,Chrome|Opera,4/22/2016,14:33:50,Eastern Daylight Time,8,"[N/A, 28cb66efd749603394b1017f2c766b5d322478ea0bd0b0b98f8130fdff771481754236aea5be5e38bf15ca67655cfa6022cd6b195b194f3d3840affd76bd62bb, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[N/A, 28cb66efd749603394b1017f2c766b5d322478ea0bd0b0b98f8130fdff771481754236aea5be5e38bf15ca67655cfa6022cd6b195b194f3d3840affd76bd62bb, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 237916eb3ac0772e8e9ab8c7f6025911c687ed82624f8eade60c442372af81b1334ffac2c6e8910a8f60e896d0451c6010438005d88208a5103aec4c36565518]",b9d27106643abebfa52760c36412e5f06a8d3fd5e464068fcf183dec7a70b1d50028ddeeb4040594304edde145f7c4d222108940b08e46f26baffe2e2254bcf5,"[moatads.com, disqus.com, googletagservices.com, youtube.com, scorecardresearch.com, nytcn.me, mathjax.org, lijit.com, cloudflare.com, chartbeat.net, optimizely.com, celtra.com, adadvisor.net, doubleclick.net, keywee.co, tidaltv.com, googletagmanager.com, propgoservice.com, fonts.googleapis.com, brealtime.com, googlesyndication.com, d3lar09xbwlsge.cloudfront.net, ixiaa.com, facebook.com, amazon-adsystem.com, imrworldwide.com, voicefive.com, adnxs.com, nr-data.net, media.net, dynamicyield.com, openx.net, serving-sys.com, vimeo.com, neutrinomediagroup.com, atdmt.com, edgekey.net, dc8xl0ndzn2cb.cloudfront.net, krxd.net, clicktale.net, facebook.net, d1f1eryiqyjs0r.cloudfront.net, iasds01.com, nyt.com, newrelic.com, mathtag.com, documentcloud.org, adsafeprotected.com, d2yvfuw6x7g4c0.cloudfront.net, us-east-1.elb.amazonaws.com, adobe.com, criteo.com, moatpixel.com, smartadserver.com, akamai.net, nytlog.com, visualdna.com, tagsrvcs.com, jquery.com, d3q1qj9jzsu8nw.cloudfront.net, google-analytics.com, kargo.com, google.com, adsrvr.org]"
e3515ef96b607b74f5c09f63471de29e6345420c02006fdaab195e2f5edb9a24d09f3e260b56fcbecc8317f1fc90fd2d4ac0fb2647e66d504430783fd0af2f83,Chrome|Opera,5/7/2016,22:37:51,Eastern Daylight Time,6,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 7764d514a631a2627ef63e0016152927c1a0b99582e8e1aa48abb1c61c96794c4d7ac92cdd9b0255e8864ca24279d06957ba8d96935dec633e2b73d9c4b2e34c]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, d7baf1c0fecac7f09ed2f9f9d1a0e22ed8a63acf51be7cf821c824242ba12c5eed6db3317052137d88df4313b789fc5696e84d23e67fac7c1a5b2f3e6f3a9762]",21d8b61a415082dd0a5ca2f3ad758dadd96c23138c2db53faeadf4e039a0507aae4ed0268fe080eda7d5dd743922a01a9fde1e8e31c1c1c413ea76ef1835fb7a,"[fonts.googleapis.com]"
6b84a442715b5ee23398fe715a2e222106e84e62b48356f4806361cc7f9548efb8a7b41b6a6c85c73b7a98e43682d70b54992c7509ed02923fe9075242f28581,Chrome|Opera,5/8/2016,16:39:07,Eastern Daylight Time,9,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:27,Eastern Daylight Time,13,N/A,"[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]",7cc5de0a5c8c2ab2fddcb87e1b03dd8e070946541931813583562001cc196a086f596b0af952c640a9659e8aaa6aecf18a29ef3c143494ce03586235a152ed88,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:29,Eastern Daylight Time,13,"[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, f1edf95eed9996baee4e2152c18bca7cac8955943748f5a51bd808f12dbe38645de24084030b57eae3182684bf2d7cb96dbbdb8a3630d15788e7187a25b689cb]",N/A,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:40,Eastern Daylight Time,13,N/A,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]",N/A,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:41,Eastern Daylight Time,13,N/A,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, d7baf1c0fecac7f09ed2f9f9d1a0e22ed8a63acf51be7cf821c824242ba12c5eed6db3317052137d88df4313b789fc5696e84d23e67fac7c1a5b2f3e6f3a9762]",21d8b61a415082dd0a5ca2f3ad758dadd96c23138c2db53faeadf4e039a0507aae4ed0268fe080eda7d5dd743922a01a9fde1e8e31c1c1c413ea76ef1835fb7a,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:43,Eastern Daylight Time,13,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, d7baf1c0fecac7f09ed2f9f9d1a0e22ed8a63acf51be7cf821c824242ba12c5eed6db3317052137d88df4313b789fc5696e84d23e67fac7c1a5b2f3e6f3a9762]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, f9af13e692546308c294b3d68a976e024bcd908a9933e43da5beeb290c8dd679489ac4016f21400062b944710b0e36fb59d393b431ffc7327758c8643a72b987]",cfda98d38b8f9d84dcc3552f1a2a00fb8865fd11e0f65cc0e931190f9bde3a3fed36a6f6792be0775167d48e21af030cecea59af21c605c5e640e324b575de13,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:46,Eastern Daylight Time,13,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 1a46514538cbf4225ac19e67d1034fc4b0078ac32bbe92e2ee88fd1eca0579a1ec9d80d52ebb47f85ffaa53f5a1924372ab4038fdce63dce3ce411dab7a454d0]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, a0b4da3cb2d6a95c91b4e5bb8a0785409a5cf802417afb6d76d80b3d1ab97b22a0f15fdb7fcb0b5d2d04e3fb1b4d6391040a96b4f1125829030fcc002640a860]",07b3df0f95633202579cbc3aa3ae9e990b175fdd435864721d87af448434d105330c41db9885b35c07f7cfa0e5a256259f574f43347a5ce6e5408334f168ebe3,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,21:43:48,Eastern Daylight Time,13,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, a0b4da3cb2d6a95c91b4e5bb8a0785409a5cf802417afb6d76d80b3d1ab97b22a0f15fdb7fcb0b5d2d04e3fb1b4d6391040a96b4f1125829030fcc002640a860]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 7764d514a631a2627ef63e0016152927c1a0b99582e8e1aa48abb1c61c96794c4d7ac92cdd9b0255e8864ca24279d06957ba8d96935dec633e2b73d9c4b2e34c]",2ea220aef1c4c347e207e9cce0425efc80e6f80caa0958d913d80a9f887e50607f55d9cbb23eb09756baa9a25bcdb12d0b7984a7d1bc90c5b49fa5422904d5ff,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,22:27:30,Eastern Daylight Time,13,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 7764d514a631a2627ef63e0016152927c1a0b99582e8e1aa48abb1c61c96794c4d7ac92cdd9b0255e8864ca24279d06957ba8d96935dec633e2b73d9c4b2e34c]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, f07066192184c6ac2444fd16e8db4077f07a58e122d8d9198e09f815da8eb9c722a66dde9775dde0d43bb40d7627e69f104be0082da7a526c90b087c03b1f0cb]",cfda98d38b8f9d84dcc3552f1a2a00fb8865fd11e0f65cc0e931190f9bde3a3fed36a6f6792be0775167d48e21af030cecea59af21c605c5e640e324b575de13,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,22:27:32,Eastern Daylight Time,13,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 1a46514538cbf4225ac19e67d1034fc4b0078ac32bbe92e2ee88fd1eca0579a1ec9d80d52ebb47f85ffaa53f5a1924372ab4038fdce63dce3ce411dab7a454d0]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, ffe603509193443020e22378c24ad69f305697be8e88f32e390fe1e36bc6efeba5161b3169eecce046888b31098b0b18a6172903bce6143b40900ac949d9e17d]",f8aa6bbb1a0b8ab022c31af0e4d812acb3d32494144fc221404a19d0ab130450d5c30c912875f5efedc8657a4066c4ffd4abf9ddad07155c318af4a0bc6fe044,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/8/2016,22:27:34,Eastern Daylight Time,13,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, ffe603509193443020e22378c24ad69f305697be8e88f32e390fe1e36bc6efeba5161b3169eecce046888b31098b0b18a6172903bce6143b40900ac949d9e17d]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 74f3097ba0a283ff2508b3a7a15c831fddbd61c118ab93bafecfec183187d65ee8cbed3b22d893dbfa2e08d4bcf6bbeb455e79b860666f9f947e0e116e724f1e]",d20a110bdd62824d4e455a4be190ed982022326aa6b4afc3ee3a8a27ffbd719fa3382b5734a5338148c6b17da655ae11f30dae2759b46957ef0a89be4ca49a95,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/9/2016,13:29:00,Eastern Daylight Time,26,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,0:25:15,Eastern Daylight Time,30,N/A,"[N/A, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, a853ebbe735097ca95fc9ccbfea23c32b7b869309da48177f5f7e3e0b325f3fab6c809921e4a2d47937ff1ac1ead5edfb86af9077c7cd8ef92c7c0b0128b0f82]",f115a0862cb2ae7be03defc4569152939a2b5a664f743f669753724efef25a47648677f2c654924e0d6c71d7a91f289974a2db157ac1d7b5a913bf6ab3bcd03b,"[youtube.com, googleadservices.com, ggpht.com, dmtry.com, www.googleapis.com, ajax.googleapis.com, doubleclick.net, googletagmanager.com, fonts.googleapis.com, rgc-deps.appspot.com, ytimg.com, maps.googleapis.com, googleusercontent.com, khms0.googleapis.com, mt.googleapis.com, storage.googleapis.com, cbks0.googleapis.com, content.googleapis.com, gstatic.com, google-analytics.com, google.com, khms1.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,1:02:16,Eastern Daylight Time,36,"[N/A, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[N/A, 4d314b005811dbd6ae806c598b0e94f0b4d0c1a011719a75d2fc691d489cf894aae85da8772c5d93fccc3fd634715f18c4a2fd03182c0be746affecf206c12f4, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",410c31d2f9fda6d3d82699e5bbff403f105bc14d1e9196635a13509a592227947606e8dccfac10b0fd0c28ab70d486c85cc65737c5e142ee045d77c25f25af1f,"[googlesyndication.com, google-analytics.com, doubleclick.net]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,1:04:16,Eastern Daylight Time,36,N/A,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, N/A]",N/A,"[fonts.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/10/2016,1:04:16,Eastern Daylight Time,36,N/A,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, d7baf1c0fecac7f09ed2f9f9d1a0e22ed8a63acf51be7cf821c824242ba12c5eed6db3317052137d88df4313b789fc5696e84d23e67fac7c1a5b2f3e6f3a9762]",21d8b61a415082dd0a5ca2f3ad758dadd96c23138c2db53faeadf4e039a0507aae4ed0268fe080eda7d5dd743922a01a9fde1e8e31c1c1c413ea76ef1835fb7a,"[fonts.googleapis.com]"
