a004ff4a2002ad51cdc8aeaa87cc251f199c2918e48d526e5062c24395a1b722c58a2d8e1f629e7579ad88291f6354f2b217f811b53467602853e015e25f33f2,Chrome|Opera,4/22/2016,14:33:50,Eastern Daylight Time,8,"[N/A, 28cb66efd749603394b1017f2c766b5d322478ea0bd0b0b98f8130fdff771481754236aea5be5e38bf15ca67655cfa6022cd6b195b194f3d3840affd76bd62bb, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[N/A, 28cb66efd749603394b1017f2c766b5d322478ea0bd0b0b98f8130fdff771481754236aea5be5e38bf15ca67655cfa6022cd6b195b194f3d3840affd76bd62bb, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, 237916eb3ac0772e8e9ab8c7f6025911c687ed82624f8eade60c442372af81b1334ffac2c6e8910a8f60e896d0451c6010438005d88208a5103aec4c36565518]",b9d27106643abebfa52760c36412e5f06a8d3fd5e464068fcf183dec7a70b1d50028ddeeb4040594304edde145f7c4d222108940b08e46f26baffe2e2254bcf5,"[moatads.com, disqus.com, googletagservices.com, youtube.com, scorecardresearch.com, nytcn.me, mathjax.org, lijit.com, cloudflare.com, chartbeat.net, optimizely.com, celtra.com, adadvisor.net, doubleclick.net, keywee.co, tidaltv.com, googletagmanager.com, propgoservice.com, fonts.googleapis.com, brealtime.com, googlesyndication.com, d3lar09xbwlsge.cloudfront.net, ixiaa.com, facebook.com, amazon-adsystem.com, imrworldwide.com, voicefive.com, adnxs.com, nr-data.net, media.net, dynamicyield.com, openx.net, serving-sys.com, vimeo.com, neutrinomediagroup.com, atdmt.com, edgekey.net, dc8xl0ndzn2cb.cloudfront.net, krxd.net, clicktale.net, facebook.net, d1f1eryiqyjs0r.cloudfront.net, iasds01.com, nyt.com, newrelic.com, mathtag.com, documentcloud.org, adsafeprotected.com, d2yvfuw6x7g4c0.cloudfront.net, us-east-1.elb.amazonaws.com, adobe.com, criteo.com, moatpixel.com, smartadserver.com, akamai.net, nytlog.com, visualdna.com, tagsrvcs.com, jquery.com, d3q1qj9jzsu8nw.cloudfront.net, google-analytics.com, kargo.com, google.com, adsrvr.org]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/2/2016,17:08:07,Eastern Daylight Time,2,N/A,"[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",429c5a68a28cf975ebe746881bd3e59ce7f3d22d905e4ccdc6e3094b0ed0214edd88db060743a77dc1c54329530c348507063264e966042e01a3750ca9765c13,"[stgbssint.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/2/2016,17:08:15,Eastern Daylight Time,2,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/3/2016,23:23:31,Eastern Daylight Time,7,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,0:29:31,Eastern Daylight Time,2,N/A,"[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",429c5a68a28cf975ebe746881bd3e59ce7f3d22d905e4ccdc6e3094b0ed0214edd88db060743a77dc1c54329530c348507063264e966042e01a3750ca9765c13,"[stgbssint.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,0:29:34,Eastern Daylight Time,2,"[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",429c5a68a28cf975ebe746881bd3e59ce7f3d22d905e4ccdc6e3094b0ed0214edd88db060743a77dc1c54329530c348507063264e966042e01a3750ca9765c13,"[stgbssint.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,0:29:40,Eastern Daylight Time,2,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,8:01:27,Eastern Daylight Time,2,N/A,"[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",429c5a68a28cf975ebe746881bd3e59ce7f3d22d905e4ccdc6e3094b0ed0214edd88db060743a77dc1c54329530c348507063264e966042e01a3750ca9765c13,"[stgbssint.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,8:01:34,Eastern Daylight Time,2,N/A,"[N/A, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, a853ebbe735097ca95fc9ccbfea23c32b7b869309da48177f5f7e3e0b325f3fab6c809921e4a2d47937ff1ac1ead5edfb86af9077c7cd8ef92c7c0b0128b0f82]",8575d0d936c7daf18d09cf1ad350adaf87b37a214cbd3fa6516ba58ee70e1ad8e280ed2bc8a631b35c419ee9f3980c33cf3ae9ba67e2a776e82ad5f8272890f8,"[youtube.com, googleadservices.com, ggpht.com, dmtry.com, www.googleapis.com, ajax.googleapis.com, doubleclick.net, googletagmanager.com, fonts.googleapis.com, rgc-deps.appspot.com, ytimg.com, maps.googleapis.com, googleusercontent.com, khms0.googleapis.com, mt.googleapis.com, storage.googleapis.com, cbks0.googleapis.com, content.googleapis.com, gstatic.com, google-analytics.com, google.com, khms1.googleapis.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,8:01:35,Eastern Daylight Time,2,"[N/A, c9d9f06d5e24609ca4ef4dfdf66dc5b5991774c66d710840b289f1ffb7c81449baab615e9c05cf294bc444e6bba47eea5e62f94d6122a90e67d13d9e584c0f96, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]","[N/A, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, e2b89bcc3b67c1e96a34161e906d76cf67f94a4a5a739f0c404ed0ab56b67a6f863beb7e6123a58e42202a0243f2dba9ffba24dad190b775bedcc10a74cf360b]",N/A,"[cdninstagram.com, woopra.com, nouvantalytics.com, rackcdn.com, jsdelivr.net, googletagmanager.com, sqspcdn.com, addthis.com, typekit.net, maps.googleapis.com, facebook.net, nationbuilder.com, d3n8a8pro7vhmx.cloudfront.net, rfihub.com, d3js.org, snapwidget.com, jquery.com, thenextweb.com, d37vpt3xizf75m.cloudfront.net, cloudflare.com, doubleclick.net, akamaihd.net, dropboxusercontent.com, net.s3.amazonaws.com, typography.com, gstatic.com, cloudinary.com, nationbuilder.s3.amazonaws.com, youvisit.com, magnify.net, mixpanel.com, instagram.com, adobe.com, d1y8y8w88yi38p.cloudfront.net, msn.com, translate.googleapis.com, sharethis.com, wikispaces.net, aspnetcdn.com, crwdcntrl.net, bizographics.com, webglearth.com, mxpnl.com, sublimevideo.net, mailmunch.co, d2xzbm87hekj13.cloudfront.net, fbcdn.net, twitter.com, uservoice.com, wp.com, offcampuspartners.com, myfonts.net, quantserve.com, nr-data.net, editmysite.com, licdn.com, vimeo.com, dqyfmjbsr92rj.cloudfront.net, waywire.com, krxd.net, rfihub.net, djhurij4nde4r.cloudfront.net, mqcdn.com, ravenjs.com, youtube.com, webtype.com, mediacore.tv, linkedin.com, www.googleapis.com, bing.com, ajax.googleapis.com, fonts.googleapis.com, bootstrapcdn.com, parsecdn.com, facebook.com, jquery-plugins-collections.googlecode.com, adnxs.com, fanrx.com, polyfill.io, fonts.net, pardot.com, typekit.com, newrelic.com, mathtag.com, d383nfj8voyf25.cloudfront.net, addthisedge.com, google.com, adobedtm.com, twimg.com, squarespace.com, google-analytics.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/5/2016,19:50:25,Eastern Daylight Time,21,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/6/2016,23:31:05,Eastern Daylight Time,2,N/A,"[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",429c5a68a28cf975ebe746881bd3e59ce7f3d22d905e4ccdc6e3094b0ed0214edd88db060743a77dc1c54329530c348507063264e966042e01a3750ca9765c13,"[stgbssint.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/6/2016,23:31:12,Eastern Daylight Time,2,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/7/2016,15:35:10,Eastern Daylight Time,2,N/A,"[8232044b260bbbf74dfe24210a400c1a6bcb46efc8c562bb0a40c869d131380cdced954a51a01dbdce28c76c8a345cd7759f912ce469f0b0c97b6ac6d6cdc856, f9bfec6d1d3cf5866e2724a48a08a6f75471f7e7c5919d0e505af8f297831c591b34fb49211ca5f6ee62ffe1a5ccd5ef68b05645e6bb61a6102edd7c2bd85756, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, N/A]",429c5a68a28cf975ebe746881bd3e59ce7f3d22d905e4ccdc6e3094b0ed0214edd88db060743a77dc1c54329530c348507063264e966042e01a3750ca9765c13,"[stgbssint.com]"
d7a3ad8b80d3d05253a4a22c97e508c08899c6bfe21e2efbeb8d9daaeebac7474082699ff74b5bf24ebd227858b90a8b769db89c2669d31ae5c92e31515c6104,Chrome|Opera,5/7/2016,15:35:16,Eastern Daylight Time,2,N/A,"[N/A, e28b1843c837e5093267d32d05da4dfff819f5c5554a1695e40671f221de53ed9d487ddc736f78e1e342fe102507fb809f78c9f8f8221e5411623a16e1463cc5, 3f2439eecffaf44ebdb23442b55fb375e791afc4c3297141b95626687d7a47d8f73b87e206c9147c31680dcbb6e3e8124e578c88ce31d88c46565c297a7d4cf2, af1e369fa657d7cc9f2d45b3e18d6a55cbdf6ab823fcae9b9b0de708aa06d43f416344ac2210e8de2f4e0ca6055ffb489c7639566f1d545220ee33ceb0c077d7]",cd79e9b290ff1250941e7efa4e550c1613939c7eef6ab0f6c486d22a79394fb1f269992aa579bcf707c5d0dd8dfba58bece815d08b643f2f1cd1105bf9fa43ec,"[sitescout.com, doubleclick.net, typography.com, googletagmanager.com, google.com, nflximg.com, googleusercontent.com, linkedin.com, pixel.ad, facebook.net, facebook.com, google-analytics.com, d2ygrtdi28m8fp.cloudfront.net, optimizely.com]"
e3515ef96b607b74f5c09f63471de29e6345420c02006fdaab195e2f5edb9a24d09f3e260b56fcbecc8317f1fc90fd2d4ac0fb2647e66d504430783fd0af2f83,Chrome|Opera,5/7/2016,19:24:03,Eastern Daylight Time,6,N/A,"[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]",7cc5de0a5c8c2ab2fddcb87e1b03dd8e070946541931813583562001cc196a086f596b0af952c640a9659e8aaa6aecf18a29ef3c143494ce03586235a152ed88,"[fonts.googleapis.com]"
e3515ef96b607b74f5c09f63471de29e6345420c02006fdaab195e2f5edb9a24d09f3e260b56fcbecc8317f1fc90fd2d4ac0fb2647e66d504430783fd0af2f83,Chrome|Opera,5/7/2016,19:24:05,Eastern Daylight Time,6,"[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]","[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]",7cc5de0a5c8c2ab2fddcb87e1b03dd8e070946541931813583562001cc196a086f596b0af952c640a9659e8aaa6aecf18a29ef3c143494ce03586235a152ed88,"[fonts.googleapis.com]"
e3515ef96b607b74f5c09f63471de29e6345420c02006fdaab195e2f5edb9a24d09f3e260b56fcbecc8317f1fc90fd2d4ac0fb2647e66d504430783fd0af2f83,Chrome|Opera,5/7/2016,19:24:06,Eastern Daylight Time,6,"[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]","[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]",7cc5de0a5c8c2ab2fddcb87e1b03dd8e070946541931813583562001cc196a086f596b0af952c640a9659e8aaa6aecf18a29ef3c143494ce03586235a152ed88,"[fonts.googleapis.com]"
e3515ef96b607b74f5c09f63471de29e6345420c02006fdaab195e2f5edb9a24d09f3e260b56fcbecc8317f1fc90fd2d4ac0fb2647e66d504430783fd0af2f83,Chrome|Opera,5/7/2016,19:24:13,Eastern Daylight Time,6,"[cf5218fd29a7543089283a2abae816aef7e1ba91491d28fcdd6c162613dc0c5824ba22a7842fadd9c75c775fd9368f2b357d08ece07dc8c5dbab2b8a24ab0362, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 0f4e0485a436e28c7979c70c8618e22a772eb50477853f2a101549fa5c32675f5ee3a247f05a228ad83ad026cca2de2ce547f85c46c6170473c43d7bee84ba8a]","[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 7764d514a631a2627ef63e0016152927c1a0b99582e8e1aa48abb1c61c96794c4d7ac92cdd9b0255e8864ca24279d06957ba8d96935dec633e2b73d9c4b2e34c]",2ea220aef1c4c347e207e9cce0425efc80e6f80caa0958d913d80a9f887e50607f55d9cbb23eb09756baa9a25bcdb12d0b7984a7d1bc90c5b49fa5422904d5ff,"[fonts.googleapis.com]"
e3515ef96b607b74f5c09f63471de29e6345420c02006fdaab195e2f5edb9a24d09f3e260b56fcbecc8317f1fc90fd2d4ac0fb2647e66d504430783fd0af2f83,Chrome|Opera,5/7/2016,20:47:29,Eastern Daylight Time,6,N/A,"[aab524aff59411ff775d865dd11ec73dd411c02f33f3b73de176e04ccbbd84dd7afa09bda8e6308294c1a36032fc025503243d0a171c15c6fac7a6807b2d9ceb, 6a44a576ef6083e3487c5119bbfc59f86c8a3e5181cd45c04cca9527a7a577e015515df7e41b27fc2cb57019edda17014eab6fafedddb8b48187b14d0d23d42a, d2acb9a66dc8adf6a90035a172d16bf42d05dbeef6d5b9a3e97df07018c0984b1b34d4a5de04a85b123d8e79163dec74c6863318bf9f209a8debe687d46260b3, 7764d514a631a2627ef63e0016152927c1a0b99582e8e1aa48abb1c61c96794c4d7ac92cdd9b0255e8864ca24279d06957ba8d96935dec633e2b73d9c4b2e34c]",2ea220aef1c4c347e207e9cce0425efc80e6f80caa0958d913d80a9f887e50607f55d9cbb23eb09756baa9a25bcdb12d0b7984a7d1bc90c5b49fa5422904d5ff,"[fonts.googleapis.com]"
